OBJECTID,DESCRIPTION,ID,TOTPOP_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
428,92131 (San Diego),92131,36830,36830,51802500.0,48468.016179833794,1756054349282,Synapse54,1756054349282,Synapse54
429,92134 (San Diego),92134,376,376,857500.0,4846.759392252197,1756054349282,Synapse54,1756054349282,Synapse54
430,92135 (San Diego),92135,2328,2328,11916818.1796875,21375.370722001364,1756054349282,Synapse54,1756054349282,Synapse54
431,92136 (San Diego),92136,8106,8106,4217500.0,20266.08186058066,1756054349282,Synapse54,1756054349282,Synapse54
432,92139 (San Diego),92139,33439,33439,13055000.0,17717.04625247994,1756054349282,Synapse54,1756054349282,Synapse54
433,92140 (San Diego),92140,2075,2075,2190000.0,6728.356665717072,1756054349282,Synapse54,1756054349282,Synapse54
434,92145 (San Diego),92145,5922,5922,73777916.66015625,57882.406537794865,1756054349282,Synapse54,1756054349282,Synapse54
435,92147 (San Diego),92147,257,257,291250.0,2821.4495641894096,1756054349282,Synapse54,1756054349282,Synapse54
436,92152 (San Diego),92152,8,8,4297500.0,22403.983924341494,1756054349282,Synapse54,1756054349282,Synapse54
437,92154 (San Diego),92154,87226,87226,137338750.0,92148.54362376213,1756054349282,Synapse54,1756054349282,Synapse54
438,92155 (San Diego),92155,504,504,802500.0,4878.1073303889525,1756054349282,Synapse54,1756054349282,Synapse54
439,92173 (San Ysidro),92173,29162,29162,13011250.0,21458.228262532906,1756054349282,Synapse54,1756054349282,Synapse54
440,92182 (San Diego),92182,258,258,1118750.0,6590.671581328548,1756054349282,Synapse54,1756054349282,Synapse54
441,92201 (Indio),92201,66309,66309,64670000.0,45156.55043083316,1756054349282,Synapse54,1756054349282,Synapse54
442,92203 (Indio),92203,36018,36018,71103750.0,50626.181985512696,1756054349282,Synapse54,1756054349282,Synapse54
443,92210 (Indian Wells),92210,5175,5175,52285000.0,39810.02526726225,1756054349282,Synapse54,1756054349282,Synapse54
444,92211 (Palm Desert),92211,29910,29910,61500000.0,62111.085212045684,1756054349282,Synapse54,1756054349282,Synapse54
445,92220 (Banning),92220,37197,37197,533815000.0,141065.61142151628,1756054349282,Synapse54,1756054349282,Synapse54
446,92223 (Beaumont),92223,70923,70923,170608750.0,90619.2285822282,1756054349282,Synapse54,1756054349282,Synapse54
447,92225 (Blythe),92225,14790,14790,1555675000.0,275906.33996726025,1756054349282,Synapse54,1756054349282,Synapse54
448,92227 (Brawley),92227,27929,27929,1452650000.0,326084.02001691033,1756054349282,Synapse54,1756054349282,Synapse54
449,92230 (Cabazon),92230,2632,2632,72161250.0,48271.227198029635,1756054349282,Synapse54,1756054349282,Synapse54
450,92231 (Calexico),92231,38240,38240,192092500.0,110791.62477727952,1756054349282,Synapse54,1756054349282,Synapse54
451,92233 (Calipatria),92233,6588,6588,864701250.0,166996.82633033884,1756054349282,Synapse54,1756054349282,Synapse54
452,92234 (Cathedral City),92234,52623,52623,62357500.0,62032.768026097845,1756054349282,Synapse54,1756054349282,Synapse54
453,92236 (Coachella),92236,46335,46335,79386250.0,53620.583367236744,1756054349282,Synapse54,1756054349282,Synapse54
454,92239 (Desert Center),92239,6257,6257,13464476257.933594,609057.7304047911,1756054349282,Synapse54,1756054349282,Synapse54
455,92240 (Desert Hot Springs),92240,43559,43559,258777500.0,116921.4358405755,1756054349282,Synapse54,1756054349282,Synapse54
456,92241 (Desert Hot Springs),92241,9339,9339,406943750.0,125538.87176989473,1756054349282,Synapse54,1756054349282,Synapse54
457,92242 (Earp),92242,1146,1146,322933750.0,99777.96457866867,1756054349282,Synapse54,1756054349282,Synapse54
458,92243 (El Centro),92243,49326,49326,434503750.0,152996.08764950777,1756054349282,Synapse54,1756054349282,Synapse54
459,92249 (Heber),92249,7378,7378,94487500.0,92587.21497830041,1756054349282,Synapse54,1756054349282,Synapse54
460,92250 (Holtville),92250,8029,8029,492617500.0,135489.01485119225,1756054349282,Synapse54,1756054349282,Synapse54
461,92251 (Imperial),92251,27184,27184,473733750.0,173147.26229501562,1756054349282,Synapse54,1756054349282,Synapse54
462,92252 (Joshua Tree),92252,8353,8353,387720000.0,136183.19702335983,1756054349282,Synapse54,1756054349282,Synapse54
463,92253 (La Quinta),92253,38809,38809,134797500.0,63803.55815503319,1756054349282,Synapse54,1756054349282,Synapse54
464,92254 (Mecca),92254,12291,12291,577230000.0,142421.18768067623,1756054349282,Synapse54,1756054349282,Synapse54
465,92256 (Morongo Valley),92256,3475,3475,392921250.0,99288.38065611452,1756054349282,Synapse54,1756054349282,Synapse54
466,92257 (Niland),92257,1723,1723,611721250.0,159703.04977368534,1756054349282,Synapse54,1756054349282,Synapse54
467,92258 (North Palm Springs),92258,1262,1262,25617500.0,38697.81010112696,1756054349282,Synapse54,1756054349282,Synapse54
468,92259 (Ocotillo),92259,312,312,659221250.0,122994.09812776548,1756054349282,Synapse54,1756054349282,Synapse54
469,92260 (Palm Desert),92260,31091,31091,141861250.0,88857.08302554865,1756054349282,Synapse54,1756054349282,Synapse54
470,92262 (Palm Springs),92262,29849,29849,153630000.0,70004.47227185928,1756054349282,Synapse54,1756054349282,Synapse54
471,92264 (Palm Springs),92264,18851,18851,331716250.0,101958.70943044065,1756054349282,Synapse54,1756054349282,Synapse54
472,92266 (Palo Verde),92266,128,128,1121250.0,5661.334197310061,1756054349282,Synapse54,1756054349282,Synapse54
473,92267 (Parker Dam),92267,89,89,228332500.0,88534.48980147045,1756054349282,Synapse54,1756054349282,Synapse54
474,92268 (Pioneertown),92268,439,439,277587500.0,100455.32367088394,1756054349282,Synapse54,1756054349282,Synapse54
475,92270 (Rancho Mirage),92270,17550,17550,96370000.0,50722.17161047328,1756054349282,Synapse54,1756054349282,Synapse54
476,92273 (Seeley),92273,1588,1588,1130000.0,5665.2475842498525,1756054349282,Synapse54,1756054349282,Synapse54
477,92274 (Thermal),92274,21156,21156,3803470000.0,495352.15853764134,1756054349282,Synapse54,1756054349282,Synapse54
478,92275 (Salton City),92275,28,28,267500.0,2576.8781156783316,1756054349282,Synapse54,1756054349282,Synapse54
479,92276 (Thousand Palms),92276,7819,7819,94840000.0,59126.57249350177,1756054349282,Synapse54,1756054349282,Synapse54
480,92277 (Twentynine Palms),92277,23317,23317,4077765000.0,441711.5742478969,1756054349282,Synapse54,1756054349282,Synapse54
481,92278 (Twentynine Palms),92278,6299,6299,3288693750.0,375590.4573414763,1756054349282,Synapse54,1756054349282,Synapse54
482,92280 (Vidal),92280,33,33,2214185000.0,256895.8969392311,1756054349282,Synapse54,1756054349282,Synapse54
483,92281 (Westmorland),92281,2074,2074,181036250.0,118371.26225172746,1756054349282,Synapse54,1756054349282,Synapse54
484,92282 (Whitewater),92282,1472,1472,282845000.0,98553.2433890691,1756054349282,Synapse54,1756054349282,Synapse54
485,92283 (Winterhaven),92283,2767,2767,7792226250.0,517950.46211641707,1756054349282,Synapse54,1756054349282,Synapse54
486,92284 (Yucca Valley),92284,25237,25237,496278750.0,181251.80375957795,1756054349282,Synapse54,1756054349282,Synapse54
487,92285 (Landers),92285,2245,2245,1684720000.0,269907.7974392567,1756054349282,Synapse54,1756054349282,Synapse54
488,92301 (Adelanto),92301,40687,40687,1051018750.0,169037.9838732959,1756054349282,Synapse54,1756054349282,Synapse54
489,92304 (Amboy),92304,4,4,1880327500.0,222557.69827060262,1756054349282,Synapse54,1756054349282,Synapse54
490,92305 (Angelus Oaks),92305,428,428,418367613.640625,159826.96731095694,1756054349282,Synapse54,1756054349282,Synapse54
491,92307 (Apple Valley),92307,41370,41370,809443750.0,171330.3827227376,1756054349282,Synapse54,1756054349282,Synapse54
492,92308 (Apple Valley),92308,41562,41562,381563750.0,116462.71197841002,1756054349282,Synapse54,1756054349282,Synapse54
493,92309 (Baker),92309,371,371,10660473750.0,805957.498685202,1756054349282,Synapse54,1756054349282,Synapse54
494,92310 (Fort Irwin),92310,7578,7578,4459416250.0,333551.05423838476,1756054349282,Synapse54,1756054349282,Synapse54
495,92311 (Barstow),92311,34353,34353,1625393750.0,300962.34266606503,1756054349282,Synapse54,1756054349282,Synapse54
496,92313 (Grand Terrace),92313,13679,13679,13763750.0,19745.0678637683,1756054349282,Synapse54,1756054349282,Synapse54
497,92314 (Big Bear City),92314,10019,10019,941158750.0,289759.82341176155,1756054349282,Synapse54,1756054349282,Synapse54
498,92315 (Big Bear Lake),92315,5114,5114,45121250.0,50653.16122566648,1756054349282,Synapse54,1756054349282,Synapse54
499,92316 (Bloomington),92316,32018,32018,42046250.0,34621.72811145658,1756054349282,Synapse54,1756054349282,Synapse54
500,92317 (Blue Jay),92317,318,318,1717500.0,6246.642465774322,1756054349282,Synapse54,1756054349282,Synapse54
501,92318 (Bryn Mawr),92318,74,74,321250.0,3620.6651971291617,1756054349282,Synapse54,1756054349282,Synapse54
502,92321 (Cedar Glen),92321,683,683,4077500.0,11596.135109337552,1756054349282,Synapse54,1756054349282,Synapse54
503,92322 (Cedarpines Park),92322,1163,1163,23482500.0,36314.45693055894,1756054349282,Synapse54,1756054349282,Synapse54
504,92328 (Death Valley),92328,613,613,11250172500.0,592837.0236694143,1756054349282,Synapse54,1756054349282,Synapse54
505,92332 (Essex),92332,79,79,8479478750.0,491222.04307418433,1756054349282,Synapse54,1756054349282,Synapse54
506,92333 (Fawnskin),92333,473,473,9801250.0,23411.774905525286,1756054349282,Synapse54,1756054349282,Synapse54
507,92335 (Fontana),92335,92352,92352,65380000.0,40779.92289285877,1756054349282,Synapse54,1756054349282,Synapse54
508,92336 (Fontana),92336,114207,114207,78431250.0,47083.67147810428,1756054349282,Synapse54,1756054349282,Synapse54
509,92337 (Fontana),92337,35105,35105,50931250.0,35486.09943380774,1756054349282,Synapse54,1756054349282,Synapse54
510,92338 (Ludlow),92338,53,53,2457380000.0,333491.21301942435,1756054349282,Synapse54,1756054349282,Synapse54
511,92339 (Forest Falls),92339,1163,1163,346780000.0,130998.42700267813,1756054349282,Synapse54,1756054349282,Synapse54
512,92341 (Green Valley Lake),92341,433,433,4170000.0,10148.730814482513,1756054349282,Synapse54,1756054349282,Synapse54
513,92342 (Helendale),92342,6628,6628,490536250.0,128551.89282404495,1756054349282,Synapse54,1756054349282,Synapse54
514,92344 (Hesperia),92344,24937,24937,145977500.0,59094.021951112074,1756054349282,Synapse54,1756054349282,Synapse54
515,92345 (Hesperia),92345,86885,86885,299282877.56640625,94717.5221552905,1756054349282,Synapse54,1756054349282,Synapse54
516,92346 (Highland),92346,58526,58526,75450000.0,50516.84006554063,1756054349282,Synapse54,1756054349282,Synapse54
517,92347 (Hinkley),92347,834,834,1168466250.0,223429.79570630056,1756054349282,Synapse54,1756054349282,Synapse54
518,92350 (Loma Linda),92350,15,15,325000.0,2662.272482983109,1756054349282,Synapse54,1756054349282,Synapse54
519,92352 (Lake Arrowhead),92352,7108,7108,34961250.0,39198.68135370152,1756054349282,Synapse54,1756054349282,Synapse54
520,92354 (Loma Linda),92354,22780,22780,19262500.0,32113.439694581248,1756054349282,Synapse54,1756054349282,Synapse54
521,92356 (Lucerne Valley),92356,5703,5703,1747987500.0,262557.9121112412,1756054349282,Synapse54,1756054349282,Synapse54
522,92358 (Lytle Creek),92358,723,723,95396250.0,59237.84705163992,1756054349282,Synapse54,1756054349282,Synapse54
523,92359 (Mentone),92359,8955,8955,199802500.0,146993.5666282572,1756054349282,Synapse54,1756054349282,Synapse54
524,92363 (Needles),92363,5473,5473,4995917500.0,522891.6342496342,1756054349282,Synapse54,1756054349282,Synapse54
525,92364 (Nipton),92364,74,74,6662700000.0,495982.3479221093,1756054349282,Synapse54,1756054349282,Synapse54
526,92365 (Newberry Springs),92365,2100,2100,2015372500.0,283603.0952464746,1756054349282,Synapse54,1756054349282,Synapse54
527,92368 (Oro Grande),92368,877,877,263910000.0,69753.73208396425,1756054349282,Synapse54,1756054349282,Synapse54
528,92371 (Phelan),92371,17094,17094,495092500.0,136736.61966382695,1756054349282,Synapse54,1756054349282,Synapse54
529,92372 (Pinon Hills),92372,4980,4980,74847500.0,51049.10986571373,1756054349282,Synapse54,1756054349282,Synapse54
530,92373 (Redlands),92373,36113,36113,163128750.0,89297.98121789581,1756054349282,Synapse54,1756054349282,Synapse54
531,92374 (Redlands),92374,48338,48338,76466250.0,52153.39311998224,1756054349282,Synapse54,1756054349282,Synapse54
532,92376 (Rialto),92376,86629,86629,49923750.0,39680.21948472379,1756054349282,Synapse54,1756054349282,Synapse54
533,92377 (Rialto),92377,22528,22528,36657500.0,29736.2696185539,1756054349282,Synapse54,1756054349282,Synapse54
534,92378 (Rimforest),92378,258,258,1331250.0,5709.97183051108,1756054349282,Synapse54,1756054349282,Synapse54
535,92382 (Running Springs),92382,5496,5496,72786250.0,41738.801968663414,1756054349282,Synapse54,1756054349282,Synapse54
536,92384 (Shoshone),92384,70,70,6149136250.0,351475.9713463227,1756054349282,Synapse54,1756054349282,Synapse54
537,92385 (Skyforest),92385,331,331,1886250.0,7682.238548172248,1756054349282,Synapse54,1756054349282,Synapse54
538,92386 (Sugarloaf),92386,2299,2299,5848750.0,12327.857358947613,1756054349282,Synapse54,1756054349282,Synapse54
539,92389 (Tecopa),92389,252,252,1444243750.0,199918.4382367414,1756054349282,Synapse54,1756054349282,Synapse54
540,92391 (Twin Peaks),92391,2327,2327,7715000.0,18302.818690646458,1756054349282,Synapse54,1756054349282,Synapse54
541,92392 (Victorville),92392,67416,67416,137711250.0,60765.98824847531,1756054349282,Synapse54,1756054349282,Synapse54
542,92394 (Victorville),92394,44310,44310,121477500.0,88305.61698855038,1756054349282,Synapse54,1756054349282,Synapse54
543,92395 (Victorville),92395,47925,47925,68708145.1640625,47846.85223202196,1756054349282,Synapse54,1756054349282,Synapse54
544,92397 (Wrightwood),92397,5164,5164,140215000.0,84425.74718512002,1756054349282,Synapse54,1756054349282,Synapse54
545,92398 (Yermo),92398,1154,1154,101285000.0,60647.751832491886,1756054349282,Synapse54,1756054349282,Synapse54
546,92399 (Yucaipa),92399,56862,56862,172393750.0,78202.61353775508,1756054349282,Synapse54,1756054349282,Synapse54
547,92401 (San Bernardino),92401,1690,1690,2431250.0,11026.825288417274,1756054349282,Synapse54,1756054349282,Synapse54
548,92404 (San Bernardino),92404,64632,64632,83843750.0,59702.91140620923,1756054349282,Synapse54,1756054349282,Synapse54
549,92405 (San Bernardino),92405,30396,30396,19550000.0,22817.92291360122,1756054349282,Synapse54,1756054349282,Synapse54
550,92407 (San Bernardino),92407,69578,69578,655255227.2773438,262930.7761975885,1756054349282,Synapse54,1756054349282,Synapse54
551,92408 (San Bernardino),92408,15066,15066,44236250.0,37255.81035689737,1756054349282,Synapse54,1756054349282,Synapse54
552,92410 (San Bernardino),92410,50510,50510,31268750.0,49893.12531732991,1756054349282,Synapse54,1756054349282,Synapse54
553,92411 (San Bernardino),92411,26531,26531,17991250.0,18900.85406904243,1756054349282,Synapse54,1756054349282,Synapse54
554,92415 (San Bernardino),92415,2,2,275000.0,3000.0,1756054349282,Synapse54,1756054349282,Synapse54
555,92501 (Riverside),92501,24118,24118,22537500.0,29360.344553073046,1756054349282,Synapse54,1756054349282,Synapse54
556,92503 (Riverside),92503,95147,95147,107661250.0,83524.3000869383,1756054349282,Synapse54,1756054349282,Synapse54
557,92504 (Riverside),92504,56264,56264,85888750.0,78010.88809143189,1756054349282,Synapse54,1756054349282,Synapse54
558,92505 (Riverside),92505,49953,49953,47511250.0,39417.83554710996,1756054349282,Synapse54,1756054349282,Synapse54
559,92506 (Riverside),92506,45898,45898,65882500.0,59310.71744028767,1756054349282,Synapse54,1756054349282,Synapse54
560,92507 (Riverside),92507,70403,70403,67203750.0,75253.54192382339,1756054349282,Synapse54,1756054349282,Synapse54
561,92508 (Riverside),92508,35699,35699,48228750.0,42104.659565642694,1756054349282,Synapse54,1756054349282,Synapse54
562,92509 (Jurupa Valley),92509,80404,80404,116866250.0,47428.70899972364,1756054349282,Synapse54,1756054349282,Synapse54
563,92518 (March Air Reserve Base),92518,1861,1861,38241250.0,32992.245231222754,1756054349282,Synapse54,1756054349282,Synapse54
564,92521 (Riverside),92521,4210,4210,4610000.0,12148.698391121136,1756054349282,Synapse54,1756054349282,Synapse54
565,92530 (Lake Elsinore),92530,62509,62509,438397500.0,112963.1858719261,1756054349282,Synapse54,1756054349282,Synapse54
566,92532 (Lake Elsinore),92532,28389,28389,63673750.0,65388.410720160115,1756054349282,Synapse54,1756054349282,Synapse54
567,92536 (Aguanga),92536,3589,3589,354418750.0,120213.46731845246,1756054349282,Synapse54,1756054349282,Synapse54
568,92539 (Anza),92539,4811,4811,579091250.0,144201.50706698783,1756054349282,Synapse54,1756054349282,Synapse54
569,92543 (Hemet),92543,41653,41653,68802500.0,61367.79442167451,1756054349282,Synapse54,1756054349282,Synapse54
570,92544 (Hemet),92544,48787,48787,414903750.0,151338.12956250404,1756054349282,Synapse54,1756054349282,Synapse54
571,92545 (Hemet),92545,46747,46747,104872500.0,86730.68453675932,1756054349282,Synapse54,1756054349282,Synapse54
572,92548 (Homeland),92548,9763,9763,38288750.0,33509.64277118994,1756054349282,Synapse54,1756054349282,Synapse54
573,92549 (Idyllwild),92549,4037,4037,358915000.0,107864.63976792223,1756054349282,Synapse54,1756054349282,Synapse54
574,92551 (Moreno Valley),92551,35543,35543,22831250.0,19728.964458924765,1756054349282,Synapse54,1756054349282,Synapse54
575,92553 (Moreno Valley),92553,77397,77397,38985000.0,28591.739186878363,1756054349282,Synapse54,1756054349282,Synapse54
576,92555 (Moreno Valley),92555,52041,52041,275277500.0,91449.45508308428,1756054349282,Synapse54,1756054349282,Synapse54
577,92557 (Moreno Valley),92557,55382,55382,79985000.0,53460.86448257353,1756054349282,Synapse54,1756054349282,Synapse54
578,92561 (Mountain Center),92561,1900,1900,1620912500.0,315017.98964642035,1756054349282,Synapse54,1756054349282,Synapse54
579,92562 (Murrieta),92562,69609,69609,221006250.0,95812.13808091207,1756054349282,Synapse54,1756054349282,Synapse54
580,92563 (Murrieta),92563,78310,78310,78192500.0,53899.198339420196,1756054349282,Synapse54,1756054349282,Synapse54
581,92567 (Nuevo),92567,11722,11722,115155000.0,52551.257802414395,1756054349282,Synapse54,1756054349282,Synapse54
582,92570 (Perris),92570,61896,61896,391848750.0,141636.61094909988,1756054349282,Synapse54,1756054349282,Synapse54
583,92571 (Perris),92571,62045,62045,129411250.0,59493.83243138058,1756054349282,Synapse54,1756054349282,Synapse54
584,92582 (San Jacinto),92582,24342,24342,77062500.0,47625.591915771925,1756054349282,Synapse54,1756054349282,Synapse54
585,92583 (San Jacinto),92583,37572,37572,117017500.0,68854.68187138022,1756054349282,Synapse54,1756054349282,Synapse54
586,92584 (Menifee),92584,70918,70918,125473750.0,88632.97807464864,1756054349282,Synapse54,1756054349282,Synapse54
587,92585 (Menifee),92585,31460,31460,65328750.0,63969.72667996268,1756054349282,Synapse54,1756054349282,Synapse54
588,92586 (Menifee),92586,22333,22333,22697500.0,25680.59999652119,1756054349282,Synapse54,1756054349282,Synapse54
589,92587 (Menifee),92587,17631,17631,33000000.0,28855.688766937034,1756054349282,Synapse54,1756054349282,Synapse54
590,92590 (Temecula),92590,4713,4713,171402500.0,74224.59376095551,1756054349282,Synapse54,1756054349282,Synapse54
591,92591 (Temecula),92591,46649,46649,57467500.0,46864.2059342935,1756054349282,Synapse54,1756054349282,Synapse54
592,92592 (Temecula),92592,80501,80501,449697500.0,150010.17362394696,1756054349282,Synapse54,1756054349282,Synapse54
593,92595 (Wildomar),92595,36660,36660,77962500.0,49546.47682350081,1756054349282,Synapse54,1756054349282,Synapse54
594,92596 (Winchester),92596,44501,44501,236541250.0,105694.89597132463,1756054349282,Synapse54,1756054349282,Synapse54
595,92602 (Irvine),92602,36168,36168,54335000.0,48615.20874763779,1756054349282,Synapse54,1756054349282,Synapse54
596,92603 (Irvine),92603,20078,20078,49596250.0,39851.28103911499,1756054349282,Synapse54,1756054349282,Synapse54
597,92604 (Irvine),92604,27300,27300,12971250.0,14796.767588249384,1756054349282,Synapse54,1756054349282,Synapse54
598,92606 (Irvine),92606,22994,22994,11687516.33984375,24285.50058514748,1756054349282,Synapse54,1756054349282,Synapse54
599,92610 (Foothill Ranch),92610,11146,11146,41970000.0,42026.008696583456,1756054349282,Synapse54,1756054349282,Synapse54
600,92612 (Irvine),92612,36382,36382,24991250.0,30023.681639087186,1756054349282,Synapse54,1756054349282,Synapse54
601,92614 (Irvine),92614,34202,34202,16787500.0,22384.83540840505,1756054349282,Synapse54,1756054349282,Synapse54
602,92617 (Irvine),92617,24719,24719,8672500.0,15412.013244571113,1756054349282,Synapse54,1756054349282,Synapse54
603,92618 (Irvine),92618,69055,69055,94576250.0,64024.6551904949,1756054349282,Synapse54,1756054349282,Synapse54
604,92620 (Irvine),92620,63046,63046,23306250.0,21025.73996103775,1756054349282,Synapse54,1756054349282,Synapse54
605,92624 (Capistrano Beach),92624,7402,7402,5602500.0,19224.425787531967,1756054349282,Synapse54,1756054349282,Synapse54
606,92625 (Corona del Mar),92625,11222,11222,9253750.0,22768.574163236848,1756054349282,Synapse54,1756054349282,Synapse54
607,92626 (Costa Mesa),92626,51143,51143,35749444.4375,30953.607275611746,1756054349282,Synapse54,1756054349282,Synapse54
608,92627 (Costa Mesa),92627,62382,62382,24660526.3203125,32009.424849547257,1756054349282,Synapse54,1756054349282,Synapse54
609,92629 (Dana Point),92629,25829,25829,19367500.0,26404.176955851315,1756054349282,Synapse54,1756054349282,Synapse54
610,92630 (Lake Forest),92630,68492,68492,39691250.0,33234.410302807584,1756054349282,Synapse54,1756054349282,Synapse54
611,92637 (Laguna Woods),92637,18258,18258,12412045.45703125,24637.976550366835,1756054349282,Synapse54,1756054349282,Synapse54
612,92646 (Huntington Beach),92646,55972,55972,31957500.0,27762.065402696444,1756054349282,Synapse54,1756054349282,Synapse54
613,92647 (Huntington Beach),92647,59478,59478,28932500.0,33867.74871894199,1756054349282,Synapse54,1756054349282,Synapse54
614,92648 (Huntington Beach),92648,43847,43847,30280000.0,28473.954706364795,1756054349282,Synapse54,1756054349282,Synapse54
615,92649 (Huntington Beach),92649,32565,32565,19831250.0,56450.29251686164,1756054349282,Synapse54,1756054349282,Synapse54
616,92651 (Laguna Beach),92651,22813,22813,67526250.0,62490.433798214086,1756054349282,Synapse54,1756054349282,Synapse54
617,92653 (Laguna Hills),92653,27250,27250,24331250.0,35888.268819247765,1756054349282,Synapse54,1756054349282,Synapse54
618,92655 (Midway City),92655,8686,8686,2486250.0,12474.692560266567,1756054349282,Synapse54,1756054349282,Synapse54
619,92656 (Aliso Viejo),92656,52597,52597,32877599.19921875,34966.50159209713,1756054349282,Synapse54,1756054349282,Synapse54
620,92657 (Newport Coast),92657,9234,9234,33871111.109375,40735.605455959,1756054349282,Synapse54,1756054349282,Synapse54
621,92660 (Newport Beach),92660,36150,36150,34988824.7734375,72801.1498150933,1756054349282,Synapse54,1756054349282,Synapse54
622,92661 (Newport Beach),92661,3414,3414,2449775.0,14182.819254330147,1756054349282,Synapse54,1756054349282,Synapse54
623,92662 (Newport Beach),92662,2422,2422,756250.0,4073.1965054184398,1756054349282,Synapse54,1756054349282,Synapse54
624,92663 (Newport Beach),92663,19964,19964,12661250.0,29524.238996506057,1756054349282,Synapse54,1756054349282,Synapse54
625,92672 (San Clemente),92672,42292,42292,122097500.0,68144.85534340238,1756054349282,Synapse54,1756054349282,Synapse54
626,92673 (San Clemente),92673,28274,28274,43796250.0,35322.34411652421,1756054349282,Synapse54,1756054349282,Synapse54
627,92675 (San Juan Capistrano),92675,40923,40923,398135000.0,159328.0017001646,1756054349282,Synapse54,1756054349282,Synapse54
628,92676 (Silverado),92676,1951,1951,185577580.6484375,69847.88033705542,1756054349282,Synapse54,1756054349282,Synapse54
629,92677 (Laguna Niguel),92677,63772,63772,62363750.0,49653.56764980074,1756054349282,Synapse54,1756054349282,Synapse54
630,92679 (Trabuco Canyon),92679,32889,32889,131953669.3515625,96766.9142094817,1756054349282,Synapse54,1756054349282,Synapse54
631,92683 (Westminster),92683,88980,88980,37225000.0,54186.216950067326,1756054349282,Synapse54,1756054349282,Synapse54
632,92688 (Rancho Santa Margarita),92688,43537,43537,34180000.0,38611.769223276526,1756054349282,Synapse54,1756054349282,Synapse54
633,92691 (Mission Viejo),92691,44553,44553,33036250.0,38001.18237164921,1756054349282,Synapse54,1756054349282,Synapse54
634,92692 (Mission Viejo),92692,45160,45160,36926250.0,46348.02646266434,1756054349282,Synapse54,1756054349282,Synapse54
635,92694 (Ladera Ranch),92694,36215,36215,30588750.0,43863.23830896375,1756054349282,Synapse54,1756054349282,Synapse54
636,92697 (Irvine),92697,508,508,640000.0,3555.8432426418512,1756054349282,Synapse54,1756054349282,Synapse54
637,92701 (Santa Ana),92701,54403,54403,12300000.0,17909.285594515157,1756054349282,Synapse54,1756054349282,Synapse54
638,92703 (Santa Ana),92703,60950,60950,15516250.0,25608.827947224716,1756054349282,Synapse54,1756054349282,Synapse54
639,92704 (Santa Ana),92704,80672,80672,28642500.0,33855.42088207186,1756054349282,Synapse54,1756054349282,Synapse54
640,92705 (Santa Ana),92705,52491,52491,43200000.0,77393.0258273789,1756054349282,Synapse54,1756054349282,Synapse54
641,92706 (Santa Ana),92706,32376,32376,13002500.0,24009.66740740803,1756054349282,Synapse54,1756054349282,Synapse54
642,92707 (Santa Ana),92707,53518,53518,19470000.0,30897.365733854946,1756054349282,Synapse54,1756054349282,Synapse54
643,92708 (Fountain Valley),92708,54230,54230,33996250.0,27518.702015973777,1756054349282,Synapse54,1756054349282,Synapse54
644,92780 (Tustin),92780,53570,53570,24413750.0,32757.49656408988,1756054349282,Synapse54,1756054349282,Synapse54
645,92782 (Tustin),92782,29223,29223,21093750.0,42452.81886104531,1756054349282,Synapse54,1756054349282,Synapse54
646,92801 (Anaheim),92801,56080,56080,22840000.0,36651.55106988114,1756054349282,Synapse54,1756054349282,Synapse54
647,92802 (Anaheim),92802,41827,41827,16627666.6640625,25129.664495851255,1756054349282,Synapse54,1756054349282,Synapse54
648,92804 (Anaheim),92804,86664,86664,27093750.0,36797.87377561943,1756054349282,Synapse54,1756054349282,Synapse54
649,92805 (Anaheim),92805,77693,77693,24434833.3359375,26630.492011417336,1756054349282,Synapse54,1756054349282,Synapse54
650,92806 (Anaheim),92806,40415,40415,30277500.0,35397.16242525879,1756054349282,Synapse54,1756054349282,Synapse54
651,92807 (Anaheim),92807,36062,36062,43425000.0,49369.07786874545,1756054349282,Synapse54,1756054349282,Synapse54
652,92808 (Anaheim),92808,19696,19696,135771250.0,67114.4473414959,1756054349282,Synapse54,1756054349282,Synapse54
653,92821 (Brea),92821,42502,42502,40157500.0,31640.813398465692,1756054349282,Synapse54,1756054349282,Synapse54
654,92823 (Brea),92823,5702,5702,40087500.0,32182.422041735485,1756054349282,Synapse54,1756054349282,Synapse54
655,92831 (Fullerton),92831,39246,39246,22971250.0,23931.067124648023,1756054349282,Synapse54,1756054349282,Synapse54
656,92832 (Fullerton),92832,26400,26400,10311250.0,16109.402594640136,1756054349282,Synapse54,1756054349282,Synapse54
657,92833 (Fullerton),92833,50858,50858,28923750.0,27760.4610883227,1756054349282,Synapse54,1756054349282,Synapse54
658,92835 (Fullerton),92835,24404,24404,21915000.0,32662.879063291384,1756054349282,Synapse54,1756054349282,Synapse54
659,92840 (Garden Grove),92840,54278,54278,19585000.0,23926.962718451425,1756054349282,Synapse54,1756054349282,Synapse54
660,92841 (Garden Grove),92841,37407,37407,17046250.0,30056.2093910369,1756054349282,Synapse54,1756054349282,Synapse54
661,92843 (Garden Grove),92843,44407,44407,14896250.0,29992.39321922365,1756054349282,Synapse54,1756054349282,Synapse54
